"","lnGdp_1","lnGdp_2","lnTrade_value","panel_number","reporter","partner","year_in_force"
"1",0.0916400652527672,0.897333641871249,18.3818348997269,1,"Canada","Chile",1997
"2",-0.0181559879623391,0.752064393233994,18.9497801209997,2,"Canada","Colombia",2011
"3",0.469519839223185,0.676237292988089,16.8224062381786,3,"Canada","Costa Rica",2002
"4",1.80539607006058,-0.234531010744764,16.33253995329,4,"Canada","Honduras",2014
"5",0.774119307834302,-0.0671974688451688,18.5255035260574,5,"Canada","Israel",1997
"6",1.66031427088782,0.309151284319663,15.5549451482728,6,"Canada","Jordan",2012
"7",0.657466079999035,0.215582324725666,21.0261520231014,7,"Canada","Rep. of Korea",2015
"8",0.483701264814349,0.814229570829691,16.605926857883,8,"Canada","Panama",2013
"9",0.13404311287524,1.16751454189167,17.712054356232,9,"Canada","Peru",2009
"10",1.71276840511804,0.447636291104594,16.9467465902493,10,"Canada","Ukraine",2017
"11",-0.00159238361687986,2.11768612863563,17.8583309219496,11,"Chile","Canada",1997
"12",0.904501448280414,1.480547166156,17.3457565830608,12,"Chile","China",2010
"13",0.00259595942312531,1.40609914894801,18.2016402635183,13,"Chile","Colombia",2009
"14",0.331246751731784,0.78280056351513,16.7312730045222,14,"Chile","Costa Rica",2002
"15",-0.499632545275613,1.76695959404115,14.7318368892048,15,"Chile","El Salvador",2002
"16",-0.0378570547159175,2.32005919040476,16.3810006922566,16,"Chile","Guatemala",2010
"17",0.225447206991543,2.2018971349167,14.092417031623,17,"Chile","Honduras",2008
"18",0.902273948569261,-0.055784873383375,17.5176919477466,18,"Chile","China, Hong Kong SAR",2014
"19",-0.0552090431620425,1.98039391901231,17.4022599395823,19,"Chile","Australia",2009
"20",0.798985698388625,0.389010424527828,21.0485293412022,20,"Chile","Japan",2007
"21",0.243464559334707,1.25961293655454,19.3695213730955,21,"Chile","Rep. of Korea",2004
"22",2.08196845063469,-0.832634756473463,16.1159345173905,22,"Chile","Malaysia",2012
"23",-0.103054691777142,1.76682686652929,17.8777608998203,23,"Chile","Mexico",1999
"24",0.941464738383877,1.3593906374348,12.6316311883192,24,"Chile","Nicaragua",2012
"25",1.10813082820943,0.565498498049414,16.37073454619,25,"Chile","Panama",2008
"26",1.04248205046561,0.599397173206835,18.1238892531147,26,"Chile","Peru",2009
"27",-0.923031685872881,3.47016806438723,13.014858341684,27,"Chile","Viet Nam",2014
"28",0.0469250990158597,1.46670780817199,17.3242143512018,28,"Chile","Thailand",2015
"29",-1.87150461240399,3.75639025590012,16.8024745018264,29,"Chile","Turkey",2011
"30",0.0685613389934737,1.30199860707466,21.0798499863634,30,"Chile","USA",2004
"31",1.18966438101962,0.58504470279649,18.6686673277628,31,"China","Chile",2009
"32",1.10661827155056,1.39422239337927,15.3974907333726,32,"China","Costa Rica",2011
